train/ent_coef_loss,rollout/ep_len_mean,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,time/fps,train/critic_loss,train/learning_rate,time/total_timesteps,train/n_updates
0.6803771257400513,35.93,192,60.62887191772461,-188.71913761,818,0.13985708355903625,42,6.225166320800781,0.0001,34519,34018
1.0692996978759766,32.42,196,59.988922119140625,-184.07812676999998,821,0.14131101965904236,42,1.9930987358093262,0.0001,34611,34110
0.6505184173583984,30.65,200,56.28849792480469,-182.13703196999998,824,0.14269782602787018,42,7.444480895996094,0.0001,34719,34218
0.38942739367485046,30.69,204,57.04237747192383,-182.28260101,827,0.14415301382541656,42,8.234527587890625,0.0001,34798,34297
0.634350597858429,29.37,208,64.64932250976562,-181.02995007,830,0.1456252932548523,42,7.763784408569336,0.0001,34889,34388
0.5326305627822876,28.91,212,59.10154342651367,-180.58401737,832,0.14647094905376434,42,10.783164978027344,0.0001,34965,34464
0.5468639135360718,28.44,216,61.37705993652344,-180.78939881,835,0.14789612591266632,41,3.047971725463867,0.0001,35051,34550
0.734699547290802,28.9,220,59.92418670654297,-180.43076832,838,0.15009905397891998,41,10.757355690002441,0.0001,35172,34671
0.6245580911636353,27.16,224,62.21250915527344,-177.58070184000005,841,0.15155147016048431,41,2.1358141899108887,0.0001,35268,34767
0.9000364542007446,26.47,228,57.57179641723633,-177.47080938999997,844,0.15351936221122742,41,5.8219828605651855,0.0001,35375,34874
0.4985029995441437,26.39,232,59.897911071777344,-177.87933692999997,846,0.15538951754570007,41,6.423562049865723,0.0001,35469,34968
0.4479566812515259,26.14,236,53.68267822265625,-177.26430095999996,847,0.1571580320596695,41,10.550870895385742,0.0001,35574,35073
0.4835258722305298,25.73,240,55.54350280761719,-176.60111745000003,849,0.15867817401885986,41,11.403365135192871,0.0001,35660,35159
0.808540940284729,25.86,244,60.12650680541992,-176.84238424,851,0.1608172208070755,42,17.323379516601562,0.0001,35775,35274
0.7462734580039978,25.82,248,54.77569580078125,-177.45347902999998,852,0.16255749762058258,42,5.787049770355225,0.0001,35862,35361
0.7767786979675293,25.64,252,54.73408508300781,-177.29869209,854,0.16430796682834625,42,9.632814407348633,0.0001,35948,35447
0.8308867812156677,25.41,256,55.42805099487305,-176.59106930999994,855,0.1656995713710785,42,13.933879852294922,0.0001,36027,35526
0.8495302200317383,25.29,260,58.04981231689453,-177.32443970999992,856,0.16758112609386444,42,10.58739948272705,0.0001,36121,35620
1.0120185613632202,24.94,264,59.460575103759766,-176.56520194,858,0.16913793981075287,42,4.729883193969727,0.0001,36205,35704
0.302418977022171,24.55,268,57.61798858642578,-176.33503661999995,859,0.17075161635875702,42,10.608358383178711,0.0001,36290,35789
1.0081257820129395,24.0,272,54.34646224975586,-175.64250573999993,860,0.17235912382602692,42,2.9756388664245605,0.0001,36373,35872
0.595238447189331,23.31,276,55.40592575073242,-174.37673951999997,862,0.17402125895023346,42,10.833148956298828,0.0001,36466,35965
1.2863855361938477,23.22,280,60.39042663574219,-174.12435578,863,0.17539533972740173,42,2.2304372787475586,0.0001,36550,36049
0.6203756928443909,23.13,284,56.72242736816406,-174.23788470999997,865,0.1768151819705963,42,29.150314331054688,0.0001,36632,36131
0.4606782793998718,23.12,288,52.071189880371094,-174.92179142,866,0.1785321980714798,42,8.520441055297852,0.0001,36733,36232
0.7708008289337158,22.9,292,55.674808502197266,-175.10373573,868,0.17985130846500397,42,1.8905837535858154,0.0001,36809,36308
0.6456926465034485,22.91,296,53.41682434082031,-175.88246832000002,869,0.18152445554733276,42,6.011894226074219,0.0001,36902,36401
0.5491834878921509,22.75,300,53.14260482788086,-175.47997064000003,871,0.1831779181957245,42,6.956167221069336,0.0001,36994,36493
0.29581335186958313,22.97,304,54.356876373291016,-174.99180084000002,873,0.1850367784500122,42,1.9595022201538086,0.0001,37095,36594
0.7129438519477844,22.92,308,56.52792739868164,-174.80180115,874,0.18644589185714722,42,12.371173858642578,0.0001,37181,36680
0.4967370629310608,23.17,312,53.31772994995117,-176.55445319000003,876,0.1882685124874115,42,9.156850814819336,0.0001,37282,36781
0.47512286901474,23.18,316,51.232818603515625,-176.14127024999993,877,0.18988358974456787,42,15.82987117767334,0.0001,37369,36868
0.5571427941322327,22.77,320,53.7712516784668,-176.57387263000004,879,0.19127826392650604,42,10.591819763183594,0.0001,37449,36948
0.6549324989318848,22.58,324,55.82882308959961,-176.74145973999998,880,0.1927337646484375,42,9.31644344329834,0.0001,37526,37025
0.664354145526886,22.28,328,52.25650405883789,-175.96181439,881,0.19421739876270294,42,14.234869003295898,0.0001,37603,37102
1.0433411598205566,22.22,332,56.41762161254883,-175.46102961999998,883,0.19577115774154663,42,11.001981735229492,0.0001,37691,37190
0.7805553674697876,22.23,336,53.4808349609375,-174.89746144,885,0.1976744532585144,42,4.7587738037109375,0.0001,37797,37296
0.518532931804657,22.32,340,50.50162887573242,-174.74430141999997,886,0.1996084600687027,42,8.964336395263672,0.0001,37892,37391
0.3051864802837372,22.05,344,51.381004333496094,-174.81224613000003,888,0.2013685703277588,42,9.410911560058594,0.0001,37980,37479
0.6193482279777527,21.96,348,48.52881622314453,-174.50303281,891,0.20285090804100037,42,7.676207542419434,0.0001,38058,37557
0.3665052056312561,21.96,352,44.541404724121094,-173.93552888,894,0.20455102622509003,42,3.507497787475586,0.0001,38144,37643
0.2642776072025299,22.05,356,50.31346130371094,-174.97698967,896,0.2065020352602005,42,4.399018287658691,0.0001,38232,37731
1.063968539237976,22.44,360,51.77802276611328,-175.60311260999998,900,0.20949161052703857,42,5.875332832336426,0.0001,38365,37864
0.8743370771408081,22.37,364,47.518775939941406,-175.32306466999998,903,0.21115742623806,42,8.97080135345459,0.0001,38442,37941
0.9663283824920654,22.31,368,50.46421813964844,-175.05255388000006,905,0.21288847923278809,42,3.3494110107421875,0.0001,38521,38020
0.6879541277885437,22.42,372,46.73991394042969,-174.92605055000004,908,0.214826762676239,42,4.483213424682617,0.0001,38615,38114
0.5931516885757446,22.28,376,46.865299224853516,-174.67732039999999,910,0.21633125841617584,42,5.839691162109375,0.0001,38694,38193
0.41221582889556885,23.01,380,46.53361511230469,-176.26393746999997,915,0.21939770877361298,42,4.386750221252441,0.0001,38851,38350
0.9154602885246277,23.55,384,51.354339599609375,-177.053243,919,0.22243976593017578,42,5.794534683227539,0.0001,38987,38486
0.08137896656990051,23.29,388,43.79362869262695,-176.05944489,921,0.2240198403596878,42,3.826352596282959,0.0001,39062,38561
0.486948698759079,23.37,392,45.405418395996094,-176.29674978,923,0.22565697133541107,42,4.694585800170898,0.0001,39146,38645
0.6182147264480591,23.35,396,43.792686462402344,-176.32961003,926,0.2274598479270935,42,2.2797129154205322,0.0001,39237,38736
0.6506872177124023,23.49,400,47.40877151489258,-177.00792153999996,929,0.2298123836517334,42,8.162569046020508,0.0001,39343,38842
0.757611095905304,23.35,404,47.517276763916016,-177.19311642000005,932,0.23171037435531616,42,3.8763318061828613,0.0001,39430,38929
0.4211459159851074,24.01,408,50.74689483642578,-179.12701812000003,936,0.23460659384727478,42,3.490943431854248,0.0001,39582,39081
-0.0981948971748352,23.83,412,43.15464782714844,-177.67331750000002,939,0.2360629439353943,42,4.969535827636719,0.0001,39665,39164
0.5272159576416016,23.77,416,47.13971710205078,-177.07718159,941,0.2375565469264984,42,3.901066541671753,0.0001,39746,39245
0.5340304970741272,23.88,420,48.153079986572266,-177.13030556000004,944,0.2390541136264801,42,6.308249473571777,0.0001,39837,39336
0.40815410017967224,24.02,424,47.4709587097168,-177.80271263999998,946,0.24043302237987518,42,3.5187010765075684,0.0001,39928,39427
0.4098643362522125,24.02,428,47.827232360839844,-177.92212300000003,949,0.241767019033432,42,3.5145721435546875,0.0001,40005,39504
0.012744750827550888,23.85,432,38.21649932861328,-176.82127287,952,0.24309207499027252,42,2.7284750938415527,0.0001,40076,39575
0.33412986993789673,23.59,436,47.32070541381836,-177.16723726,955,0.24452856183052063,42,6.207767486572266,0.0001,40156,39655
0.24901661276817322,23.47,440,44.473758697509766,-176.89051955,957,0.24603606760501862,42,3.128448963165283,0.0001,40239,39738
0.5338453054428101,23.35,444,47.030784606933594,-176.08159834000003,959,0.2475055605173111,41,6.269237518310547,0.0001,40315,39814
0.47280728816986084,23.42,448,43.50163650512695,-176.13056119000004,962,0.2491254061460495,41,3.3367958068847656,0.0001,40400,39899
0.5348875522613525,23.38,452,48.35457992553711,-177.25916334999994,964,0.25101834535598755,41,2.3391809463500977,0.0001,40482,39981
0.15448099374771118,23.27,456,38.25006866455078,-176.03460023,966,0.2528188228607178,41,3.824850082397461,0.0001,40559,40058
0.37035492062568665,23.17,460,43.34703063964844,-175.66315666000003,970,0.25556766986846924,41,2.8192577362060547,0.0001,40682,40181
0.2773621082305908,23.34,464,43.931453704833984,-176.27536618,972,0.25772058963775635,41,5.76495885848999,0.0001,40776,40275
0.5046024322509766,23.39,468,41.09693145751953,-177.16709878999998,975,0.25960883498191833,41,3.1254079341888428,0.0001,40860,40359
0.7483638525009155,23.3,472,45.25749588012695,-176.86872204,977,0.26151204109191895,41,5.092083930969238,0.0001,40945,40444
0.43790745735168457,23.28,476,45.62263870239258,-176.69460590999998,979,0.26316922903060913,41,4.513100624084473,0.0001,41022,40521
0.37401530146598816,22.56,480,41.84830093383789,-175.47176639999998,982,0.26522988080978394,41,2.9949755668640137,0.0001,41107,40606
0.4646430015563965,22.02,484,44.04901885986328,-174.52304489999995,984,0.26710182428359985,41,3.985816478729248,0.0001,41189,40688
0.4641401767730713,22.12,488,40.66693878173828,-175.37500830000005,986,0.2691560983657837,41,2.2603297233581543,0.0001,41274,40773
0.20568585395812988,22.14,492,43.5854377746582,-174.94972539999998,989,0.27118930220603943,41,3.056014060974121,0.0001,41360,40859
0.30439209938049316,21.99,496,38.34389114379883,-174.44465009999996,991,0.27288714051246643,41,3.5761525630950928,0.0001,41436,40935
0.3266405761241913,21.73,500,41.89209747314453,-173.11342883,993,0.274883896112442,41,3.45141863822937,0.0001,41516,41015
0.2524387240409851,21.66,504,39.77358627319336,-172.26105281999997,996,0.27672910690307617,41,3.3724374771118164,0.0001,41596,41095
0.583760678768158,20.96,508,41.663543701171875,-170.79252373999995,998,0.2781399190425873,41,2.484814167022705,0.0001,41678,41177
0.378167986869812,20.99,512,40.57769012451172,-171.24107444999999,1001,0.2800329029560089,41,2.3461217880249023,0.0001,41764,41263
0.396908164024353,21.01,516,40.53194808959961,-171.40329932,1003,0.2817574739456177,41,2.793797731399536,0.0001,41847,41346
0.43205806612968445,20.94,520,39.76957702636719,-171.60803590999996,1005,0.2832118272781372,41,2.2098517417907715,0.0001,41931,41430
0.14808402955532074,20.79,524,33.7775993347168,-170.76207837,1007,0.2845669090747833,41,2.490773916244507,0.0001,42007,41506
0.24721695482730865,20.79,528,36.84171676635742,-170.60222441999997,1010,0.285983681678772,41,3.0578534603118896,0.0001,42084,41583
0.35079848766326904,20.94,532,33.532470703125,-171.78002453999997,1012,0.2878063917160034,41,2.4979751110076904,0.0001,42170,41669
0.15467315912246704,21.02,536,37.6495475769043,-172.29811323,1016,0.28971174359321594,41,2.0461184978485107,0.0001,42258,41757
0.23342116177082062,21.01,540,37.70826721191406,-172.55323859,1019,0.2910259962081909,41,1.8540527820587158,0.0001,42340,41839
0.10173634439706802,20.99,544,39.36640930175781,-172.20825322999997,1022,0.29215678572654724,41,3.441891670227051,0.0001,42414,41913
0.2642029821872711,20.88,548,36.80827331542969,-172.43764634999997,1024,0.29306328296661377,41,2.4650092124938965,0.0001,42488,41987
-0.10456980764865875,20.85,552,33.521270751953125,-171.19122021999996,1027,0.2945224344730377,41,2.421647548675537,0.0001,42567,42066
0.10362628847360611,20.9,556,39.41440963745117,-171.67914741,1029,0.29588207602500916,41,3.612349510192871,0.0001,42649,42148
0.10485544800758362,20.5,560,40.137489318847656,-171.05558367999998,1033,0.2966039478778839,41,2.050584316253662,0.0001,42732,42231
0.3581399917602539,20.3,564,39.243228912353516,-170.26259149,1036,0.2971626818180084,41,2.236912488937378,0.0001,42806,42305
0.20328155159950256,20.23,568,37.64335250854492,-169.92845138000004,1038,0.29833370447158813,41,2.427794933319092,0.0001,42883,42382
0.3728460669517517,20.15,572,41.70233154296875,-170.12165329000004,1040,0.29895123839378357,41,2.5357985496520996,0.0001,42960,42459
0.14383810758590698,20.1,576,38.47166442871094,-169.71651328,1042,0.29978734254837036,41,1.7358696460723877,0.0001,43032,42531
0.18490101397037506,20.0,580,30.788928985595703,-168.66563556999998,1044,0.3004213571548462,41,1.5350533723831177,0.0001,43107,42606
-0.04668017849326134,20.02,584,35.59681701660156,-168.52550963000002,1046,0.30119094252586365,41,2.142261505126953,0.0001,43191,42690
0.10458210110664368,20.01,588,41.395652770996094,-168.46349785,1049,0.3019382059574127,41,2.594858169555664,0.0001,43275,42774
0.08747696876525879,19.93,592,39.20378875732422,-168.55208747999998,1051,0.3026794493198395,41,2.225338935852051,0.0001,43353,42852
0.14493237435817719,19.97,596,34.22480392456055,-168.53981310999998,1054,0.3037860095500946,41,1.6663213968276978,0.0001,43433,42932
0.25785306096076965,20.01,600,34.035884857177734,-169.50536068999997,1056,0.3042428195476532,41,1.9480693340301514,0.0001,43517,43016
0.0278126522898674,19.97,604,31.53397560119629,-169.91010045,1058,0.3047945201396942,41,1.8370027542114258,0.0001,43593,43092
0.10588555037975311,19.89,608,36.95642852783203,-169.55515026,1060,0.30534306168556213,41,1.3001394271850586,0.0001,43667,43166
0.2962791919708252,19.82,612,35.969459533691406,-169.3216663,1062,0.30622005462646484,41,2.02177357673645,0.0001,43746,43245
-0.011520691215991974,19.83,616,34.82365798950195,-170.32813738999997,1065,0.30674073100090027,41,2.263232707977295,0.0001,43830,43329
0.15893146395683289,19.77,620,36.63720703125,-169.64181976,1067,0.30741065740585327,41,2.016162872314453,0.0001,43908,43407
-0.010648716241121292,19.83,624,36.55824661254883,-170.0094054,1069,0.3076131045818329,41,2.3907470703125,0.0001,43990,43489
-0.07474511861801147,19.82,628,38.012237548828125,-169.5772987,1071,0.3077181577682495,41,2.8457117080688477,0.0001,44066,43565
-0.1845099925994873,19.69,632,34.60955810546875,-168.78142040999998,1074,0.30822038650512695,41,1.620126485824585,0.0001,44139,43638
-0.3201030194759369,19.56,636,33.28155517578125,-167.83720825999998,1076,0.3084058463573456,41,1.6817187070846558,0.0001,44214,43713
-0.29786255955696106,19.52,640,31.6771240234375,-167.59431134000002,1078,0.30874234437942505,41,1.7693555355072021,0.0001,44292,43791
0.05269971117377281,19.54,644,32.95118713378906,-167.92999285999997,1080,0.3092244267463684,41,2.1483840942382812,0.0001,44368,43867
0.014854572713375092,19.55,648,33.748695373535156,-168.03538369,1082,0.3092924654483795,41,1.4030301570892334,0.0001,44443,43942
0.16691121459007263,19.52,652,35.08271026611328,-168.60219308000003,1084,0.3097448945045471,41,2.16166353225708,0.0001,44519,44018
0.40925589203834534,19.59,656,44.13027572631836,-167.71862678999997,1086,0.31048864126205444,41,2.167508602142334,0.0001,44608,44107
0.016031820327043533,19.5,660,36.58159637451172,-167.00922865,1087,0.31091734766960144,41,2.323166847229004,0.0001,44682,44181
-0.29056790471076965,19.54,664,36.32606506347656,-167.66656837,1089,0.31017425656318665,41,2.272252082824707,0.0001,44760,44259
-0.1562071442604065,19.54,668,33.02772903442383,-167.44826706,1090,0.3087906837463379,41,2.8732266426086426,0.0001,44837,44336
0.052595507353544235,19.61,672,39.55394744873047,-167.86842221999999,1091,0.3080553710460663,41,2.073232650756836,0.0001,44921,44420
0.10826501250267029,19.62,676,45.3156623840332,-167.96173798,1092,0.30732259154319763,41,1.825455665588379,0.0001,44994,44493
-0.04802682250738144,19.63,680,36.460777282714844,-169.05647568999996,1093,0.30636000633239746,41,1.7231686115264893,0.0001,45070,44569
-0.09681711345911026,19.66,684,35.09326171875,-169.92816809000004,1095,0.30692964792251587,41,2.3514785766601562,0.0001,45157,44656
-0.016981972381472588,19.58,688,35.25555419921875,-169.52925716,1096,0.3068678379058838,41,1.9995083808898926,0.0001,45233,44732
-0.023660723119974136,19.62,692,32.67141342163086,-169.4635809,1097,0.3062729835510254,41,1.1619174480438232,0.0001,45315,44814
0.004958529025316238,19.64,696,36.847625732421875,-169.79499044999997,1099,0.3065132796764374,41,1.5415916442871094,0.0001,45397,44896
0.029127441346645355,19.55,700,35.370452880859375,-168.51938207999999,1100,0.30679139494895935,41,1.8036715984344482,0.0001,45472,44971
-0.19346606731414795,19.56,704,33.7560920715332,-168.02861006,1101,0.3068704605102539,41,1.6720666885375977,0.0001,45549,45048
0.012773104012012482,19.55,708,35.41081619262695,-167.33586844,1102,0.3061874210834503,41,1.5163284540176392,0.0001,45622,45121
0.23868446052074432,19.54,712,41.51141357421875,-167.70076562000003,1103,0.30617794394493103,41,1.6063746213912964,0.0001,45700,45199
-0.204698845744133,19.45,716,35.43844985961914,-166.70267773,1104,0.30592837929725647,41,1.205420732498169,0.0001,45775,45274
0.12161456793546677,19.52,720,43.099491119384766,-166.84772358,1106,0.3057321310043335,41,1.601994514465332,0.0001,45860,45359
-0.1726008504629135,19.49,724,32.565765380859375,-166.78219858,1107,0.3052976429462433,41,1.2852953672409058,0.0001,45939,45438
-0.09209266304969788,19.56,728,34.0362548828125,-167.41514635,1109,0.3045358657836914,41,1.7183737754821777,0.0001,46022,45521
-0.03628106415271759,19.55,732,37.58815002441406,-167.82502848999997,1110,0.3040127456188202,41,1.5367622375488281,0.0001,46094,45593
-0.022325783967971802,19.66,736,31.970355987548828,-167.83807142999999,1111,0.304149329662323,41,2.0876941680908203,0.0001,46180,45679
-0.02475816383957863,19.63,740,38.732303619384766,-167.30378023,1113,0.30398130416870117,41,2.4151229858398438,0.0001,46255,45754
-0.23111426830291748,19.68,744,41.23298645019531,-167.58205057999996,1114,0.3035370707511902,41,2.1041979789733887,0.0001,46336,45835
0.21825923025608063,19.76,748,36.70338821411133,-167.48407002,1115,0.3034363389015198,41,2.089114189147949,0.0001,46419,45918
0.023574210703372955,19.75,752,36.09651184082031,-167.08728869999996,1117,0.30321988463401794,41,2.4866394996643066,0.0001,46494,45993
-0.21727390587329865,19.62,756,31.978904724121094,-167.34504804,1118,0.30286261439323425,41,1.4617600440979004,0.0001,46570,46069
0.07462318986654282,19.68,760,32.510032653808594,-168.00978582,1120,0.30214881896972656,41,1.3179373741149902,0.0001,46650,46149
0.19260570406913757,19.64,764,38.46931076049805,-167.53466842000006,1121,0.3025871813297272,41,1.3948140144348145,0.0001,46724,46223
0.2237945795059204,19.66,768,36.33333206176758,-167.65096559000003,1123,0.3025592267513275,41,1.3947664499282837,0.0001,46803,46302
-0.04339474067091942,19.6,772,37.50257110595703,-166.44581928,1124,0.3027598261833191,41,1.768908977508545,0.0001,46881,46380
-0.3428872227668762,19.68,776,33.95272445678711,-167.03123970999997,1126,0.3025044798851013,41,1.557446002960205,0.0001,46962,46461
-0.09625902771949768,19.65,780,36.115516662597656,-166.33966124,1127,0.3018510937690735,41,1.453672170639038,0.0001,47035,46534
-0.3834518492221832,19.58,784,35.79015350341797,-165.76732818,1128,0.30108657479286194,41,1.0944759845733643,0.0001,47115,46614
0.053959883749485016,19.68,788,31.697540283203125,-166.12928756999997,1130,0.3009635806083679,41,1.213287115097046,0.0001,47201,46700
-0.1791919767856598,19.62,792,36.76573944091797,-166.13623088,1131,0.3000589609146118,41,1.1631662845611572,0.0001,47277,46776
0.06867540627717972,19.62,796,35.75171661376953,-165.67367046999996,1132,0.30013135075569153,41,1.8129498958587646,0.0001,47359,46858
0.02035249024629593,19.7,800,34.23488998413086,-166.15473729999997,1134,0.30036306381225586,41,1.3439371585845947,0.0001,47442,46941
0.04146931320428848,19.73,804,35.5052490234375,-167.08463722,1135,0.30039864778518677,41,1.5688436031341553,0.0001,47522,47021
-0.12543119490146637,19.81,808,35.02293014526367,-168.05827492999998,1137,0.3000945448875427,41,1.597119927406311,0.0001,47603,47102
0.16919681429862976,19.77,812,32.088401794433594,-167.47020988999998,1139,0.2993098795413971,41,1.1796488761901855,0.0001,47677,47176
-0.20933449268341064,19.87,816,36.571624755859375,-167.92485580000002,1143,0.29971450567245483,41,1.235870122909546,0.0001,47762,47261
-0.033692896366119385,19.77,820,40.05268478393555,-168.02416508,1146,0.3002452254295349,41,1.0574465990066528,0.0001,47837,47336
0.19322195649147034,19.79,824,38.16630935668945,-168.16082704000004,1148,0.3004400432109833,41,1.2892746925354004,0.0001,47918,47417
0.22371093928813934,19.68,828,38.16057205200195,-167.81282139999996,1150,0.3006320893764496,41,1.4484666585922241,0.0001,47990,47489
0.18546587228775024,19.74,832,37.832481384277344,-167.98415013000002,1153,0.30076754093170166,41,1.1459691524505615,0.0001,48068,47567
0.058820538222789764,19.64,836,36.839656829833984,-167.74238396999996,1155,0.30062636733055115,41,1.22469162940979,0.0001,48144,47643
0.24013756215572357,19.67,840,34.297603607177734,-168.17236985,1157,0.2999308407306671,41,0.8535495400428772,0.0001,48222,47721
0.22977808117866516,19.62,844,41.890533447265625,-167.79989655999998,1160,0.2997817397117615,41,2.1413092613220215,0.0001,48298,47797
-0.18853279948234558,19.54,848,28.797834396362305,-167.62403586,1162,0.3001788556575775,41,1.673079013824463,0.0001,48373,47872
